"2017 NAICS Code","2017 NAICS Title","GHG","Unit","Supply Chain Emission Factors without Margins","Margins of Supply Chain Emission Factors","Supply Chain Emission Factors with Margins","Reference USEEIO Code"
484121,"General Freight Trucking, Long-Distance, Truckload","All GHGs","kg CO2e/2022 USD, purchaser price",0.595,0,0.595,"484000"
484122,"General Freight Trucking, Long-Distance, Less Than Truckload","All GHGs","kg CO2e/2022 USD, purchaser price",0.595,0,0.595,"484000"
484210,"Used Household and Office Goods Moving","All GHGs","kg CO2e/2022 USD, purchaser price",0.595,0,0.595,"484000"
484220,"Specialized Freight (except Used Goods) Trucking, Local","All GHGs","kg CO2e/2022 USD, purchaser price",0.595,0,0.595,"484000"
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance","All GHGs","kg CO2e/2022 USD, purchaser price",0.595,0,0.595,"484000"
485111,"Mixed Mode Transit Systems","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485112,"Commuter Rail Systems","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485113,"Bus and Other Motor Vehicle Transit Systems","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485119,"Other Urban Transit Systems","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485210,"Interurban and Rural Bus Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485310,"Taxi Service","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485320,"Limousine Service","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485410,"School and Employee Bus Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485510,"Charter Bus Industry","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485991,"Special Needs Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
485999,"All Other Transit and Ground Passenger Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.566,0,0.566,"485000"
486110,"Pipeline Transportation of Crude Oil","All GHGs","kg CO2e/2022 USD, purchaser price",1.619,0,1.619,"486000"
486210,"Pipeline Transportation of Natural Gas","All GHGs","kg CO2e/2022 USD, purchaser price",1.619,0,1.619,"486000"
486910,"Pipeline Transportation of Refined Petroleum Products","All GHGs","kg CO2e/2022 USD, purchaser price",1.619,0,1.619,"486000"
486990,"All Other Pipeline Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",1.619,0,1.619,"486000"
487110,"Scenic and Sightseeing Transportation, Land","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
487210,"Scenic and Sightseeing Transportation, Water","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
487990,"Scenic and Sightseeing Transportation, Other","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488111,"Air Traffic Control","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488119,"Other Airport Operations","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488190,"Other Support Activities for Air Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488210,"Support Activities for Rail Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488310,"Port and Harbor Operations","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488320,"Marine Cargo Handling","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488330,"Navigational Services to Shipping","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488390,"Other Support Activities for Water Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488410,"Motor Vehicle Towing","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488490,"Other Support Activities for Road Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488510,"Freight Transportation Arrangement","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488991,"Packing and Crating","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
488999,"All Other Support Activities for Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.162,0,0.162,"48A000"
491110,"Postal Service","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"491000"
492110,"Couriers and Express Delivery Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.303,0,0.303,"492000"
492210,"Local Messengers and Local Delivery","All GHGs","kg CO2e/2022 USD, purchaser price",0.303,0,0.303,"492000"
493110,"General Warehousing and Storage","All GHGs","kg CO2e/2022 USD, purchaser price",0.244,0,0.244,"493000"
493120,"Refrigerated Warehousing and Storage","All GHGs","kg CO2e/2022 USD, purchaser price",0.244,0,0.244,"493000"
493130,"Farm Product Warehousing and Storage","All GHGs","kg CO2e/2022 USD, purchaser price",0.244,0,0.244,"493000"
493190,"Other Warehousing and Storage","All GHGs","kg CO2e/2022 USD, purchaser price",0.244,0,0.244,"493000"
511110,"Newspaper Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.043,0.039,0.082,"511110"
511120,"Periodical Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0.043,0.103,"511120"
511130,"Book Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0.035,0.107,"511130"
511140,"Directory and Mailing List Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,"5111A0"
511191,"Greeting Card Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,"5111A0"
511199,"All Other Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.053,0.055,0.108,"5111A0"
511210,"Software Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.036,0.045,0.08,"511200"
512110,"Motion Picture and Video Production","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,"512100"
512120,"Motion Picture and Video Distribution","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,"512100"
512131,"Motion Picture Theaters (except Drive-Ins)","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,"512100"
512132,"Drive-In Motion Picture Theaters","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,"512100"
512191,"Teleproduction and Other Postproduction Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,"512100"
512199,"Other Motion Picture and Video Industries","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0.005,0.052,"512100"
512230,"Music Publishers","All GHGs","kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,"512200"
512240,"Sound Recording Studios","All GHGs","kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,"512200"
512250,"Record Production and Distribution","All GHGs","kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,"512200"
512290,"Other Sound Recording Industries","All GHGs","kg CO2e/2022 USD, purchaser price",0.026,0.018,0.044,"512200"
515111,"Radio Networks","All GHGs","kg CO2e/2022 USD, purchaser price",0.079,0,0.079,"515100"
515112,"Radio Stations","All GHGs","kg CO2e/2022 USD, purchaser price",0.079,0,0.079,"515100"
515120,"Television Broadcasting","All GHGs","kg CO2e/2022 USD, purchaser price",0.079,0,0.079,"515100"
515210,"Cable and Other Subscription Programming","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"515200"
517311,"Wired Telecommunications Carriers","All GHGs","kg CO2e/2022 USD, purchaser price",0.075,0,0.075,"517110"
517312,"Wireless Telecommunications Carriers (except Satellite)","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0,0.096,"517210"
517410,"Satellite Telecommunications","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"517A00"
517911,"Telecommunications Resellers","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"517A00"
517919,"All Other Telecommunications","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"517A00"
518210,"Data Processing, Hosting, and Related Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.093,0,0.093,"518200"
519110,"News Syndicates","All GHGs","kg CO2e/2022 USD, purchaser price",0.064,0,0.064,"5191A0"
519120,"Libraries and Archives","All GHGs","kg CO2e/2022 USD, purchaser price",0.064,0,0.064,"5191A0"
519130,"Internet Publishing and Broadcasting and Web Search Portals","All GHGs","kg CO2e/2022 USD, purchaser price",0.067,0,0.067,"519130"
519190,"All Other Information Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.064,0,0.064,"5191A0"
521110,"Monetary Authorities-Central Bank","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"52A000"
522110,"Commercial Banking","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"52A000"
522120,"Savings Institutions","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"52A000"
522130,"Credit Unions","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"52A000"
522190,"Other Depository Credit Intermediation","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"52A000"
522210,"Credit Card Issuing","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522220,"Sales Financing","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522291,"Consumer Lending","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522292,"Real Estate Credit","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522293,"International Trade Financing","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522294,"Secondary Market Financing","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522298,"All Other Nondepository Credit Intermediation","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522310,"Mortgage and Nonmortgage Loan Brokers","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
522390,"Other Activities Related to Credit Intermediation","All GHGs","kg CO2e/2022 USD, purchaser price",0.072,0,0.072,"522A00"
523110,"Investment Banking and Securities Dealing","All GHGs","kg CO2e/2022 USD, purchaser price",0.043,0,0.043,"523A00"
523120,"Securities Brokerage","All GHGs","kg CO2e/2022 USD, purchaser price",0.043,0,0.043,"523A00"
523130,"Commodity Contracts Dealing","All GHGs","kg CO2e/2022 USD, purchaser price",0.043,0,0.043,"523A00"
523140,"Commodity Contracts Brokerage","All GHGs","kg CO2e/2022 USD, purchaser price",0.043,0,0.043,"523A00"
523210,"Securities and Commodity Exchanges","All GHGs","kg CO2e/2022 USD, purchaser price",0.043,0,0.043,"523A00"
523910,"Miscellaneous Intermediation","All GHGs","kg CO2e/2022 USD, purchaser price",0.066,0,0.066,"523900"
523920,"Portfolio Management","All GHGs","kg CO2e/2022 USD, purchaser price",0.066,0,0.066,"523900"
523930,"Investment Advice","All GHGs","kg CO2e/2022 USD, purchaser price",0.066,0,0.066,"523900"
523991,"Trust, Fiduciary, and Custody Activities","All GHGs","kg CO2e/2022 USD, purchaser price",0.066,0,0.066,"523900"
523999,"Miscellaneous Financial Investment Activities","All GHGs","kg CO2e/2022 USD, purchaser price",0.066,0,0.066,"523900"
524113,"Direct Life Insurance Carriers","All GHGs","kg CO2e/2022 USD, purchaser price",0.051,0,0.051,"524113"
524114,"Direct Health and Medical Insurance Carriers","All GHGs","kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"5241XX"
524126,"Direct Property and Casualty Insurance Carriers","All GHGs","kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"5241XX"
524127,"Direct Title Insurance Carriers","All GHGs","kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"5241XX"
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers","All GHGs","kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"5241XX"
524130,"Reinsurance Carriers","All GHGs","kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"5241XX"
524210,"Insurance Agencies and Brokerages","All GHGs","kg CO2e/2022 USD, purchaser price",0.029,0,0.029,"524200"
524291,"Claims Adjusting","All GHGs","kg CO2e/2022 USD, purchaser price",0.029,0,0.029,"524200"
524292,"Third Party Administration of Insurance and Pension Funds","All GHGs","kg CO2e/2022 USD, purchaser price",0.029,0,0.029,"524200"
524298,"All Other Insurance Related Activities","All GHGs","kg CO2e/2022 USD, purchaser price",0.029,0,0.029,"524200"
525110,"Pension Funds","All GHGs","kg CO2e/2022 USD, purchaser price",0.218,0,0.218,"525000"
525120,"Health and Welfare Funds","All GHGs","kg CO2e/2022 USD, purchaser price",0.218,0,0.218,"525000"
525190,"Other Insurance Funds","All GHGs","kg CO2e/2022 USD, purchaser price",0.218,0,0.218,"525000"
525910,"Open-End Investment Funds","All GHGs","kg CO2e/2022 USD, purchaser price",0.218,0,0.218,"525000"
525920,"Trusts, Estates, and Agency Accounts","All GHGs","kg CO2e/2022 USD, purchaser price",0.218,0,0.218,"525000"
525990,"Other Financial Vehicles","All GHGs","kg CO2e/2022 USD, purchaser price",0.218,0,0.218,"525000"
531110,"Lessors of Residential Buildings and Dwellings","All GHGs","kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"531HSO, 531HST"
531120,"Lessors of Nonresidential Buildings (excpet Miniwarehouses)","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
531130,"Lessors of Miniwarehouses and Self-Storage Units","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
531190,"Lessors of Other Real Estate Property","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
531210,"Offices of Real Estate Agents and Brokers","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
531311,"Residential Property Managers","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
531312,"Nonresidential Property Managers","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
531320,"Offices of Real Estate Appraisers","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
531390,"Other Activities Related to Real Estate","All GHGs","kg CO2e/2022 USD, purchaser price",0.246,0,0.246,"531ORE"
532111,"Passenger Car Rental","All GHGs","kg CO2e/2022 USD, purchaser price",0.11,0,0.11,"532100"
532112,"Passenger Car Leasing","All GHGs","kg CO2e/2022 USD, purchaser price",0.11,0,0.11,"532100"
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing","All GHGs","kg CO2e/2022 USD, purchaser price",0.11,0,0.11,"532100"
532210,"Consumer Electronics and Appliances Rental","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"532A00"
532281,"Formal Wear and Costume Rental","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"532A00"
532282,"Video Tape and Disc Rental","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"532A00"
532283,"Home Health Equipment Rental","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"532A00"
532284,"Recreational Goods Rental","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"532A00"
532289,"All Other Consumer Goods Rental","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"532A00"
532310,"General Rental Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"532A00"
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing","All GHGs","kg CO2e/2022 USD, purchaser price",0.106,0,0.106,"532400"
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","All GHGs","kg CO2e/2022 USD, purchaser price",0.106,0,0.106,"532400"
532420,"Office Machinery and Equipment Rental and Leasing","All GHGs","kg CO2e/2022 USD, purchaser price",0.106,0,0.106,"532400"
532490,"Other Commercial and Industrial Machinery and Equipment Rental and Leasing","All GHGs","kg CO2e/2022 USD, purchaser price",0.106,0,0.106,"532400"
533110,"Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","All GHGs","kg CO2e/2022 USD, purchaser price",0.052,0,0.052,"533000"
541110,"Offices of Lawyers","All GHGs","kg CO2e/2022 USD, purchaser price",0.041,0,0.041,"541100"
541120,"Offices of Notaries","All GHGs","kg CO2e/2022 USD, purchaser price",0.041,0,0.041,"541100"
541191,"Title Abstract and Settlement Offices","All GHGs","kg CO2e/2022 USD, purchaser price",0.041,0,0.041,"541100"
541199,"All Other Legal Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.041,0,0.041,"541100"
541211,"Offices of Certified Public Accountants","All GHGs","kg CO2e/2022 USD, purchaser price",0.054,0,0.054,"541200"
541213,"Tax Preparation Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.054,0,0.054,"541200"
541214,"Payroll Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.054,0,0.054,"541200"
541219,"Other Accounting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.054,0,0.054,"541200"
541310,"Architectural Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541320,"Landscape Architectural Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541330,"Engineering Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541340,"Drafting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541350,"Building Inspection Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541360,"Geophysical Surveying and Mapping Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541370,"Surveying and Mapping (except Geophysical) Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541380,"Testing Laboratories","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"541300"
541410,"Interior Design Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"541400"
541420,"Industrial Design Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"541400"
541430,"Graphic Design Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"541400"
541490,"Other Specialized Design Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"541400"
541511,"Custom Computer Programming Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.084,0,0.084,"541511"
541512,"Computer Systems Design Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.089,0,0.089,"541512"
541513,"Computer Facilities Management Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.08,0,0.08,"54151A"
541519,"Other Computer Related Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.08,0,0.08,"54151A"
541611,"Administrative Management and General Management Consulting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"541610"
541612,"Human Resources Consulting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"541610"
541613,"Marketing Consulting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"541610"
541614,"Process, Physical Distribution, and Logistics Consulting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"541610"
541618,"Other Management Consulting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.078,0,0.078,"541610"
541620,"Environmental Consulting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.09,0,0.09,"5416A0"
541690,"Other Scientific and Technical Consulting Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.09,0,0.09,"5416A0"
541713,"Research and Development in Nanotechnology","All GHGs","kg CO2e/2022 USD, purchaser price",0.156,0,0.156,"541700"
541714,"Research and Development in Biotechnology (except Nanobiotechnology)","All GHGs","kg CO2e/2022 USD, purchaser price",0.156,0,0.156,"541700"
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","All GHGs","kg CO2e/2022 USD, purchaser price",0.156,0,0.156,"541700"
541720,"Research and Development in the Social Sciences and Humanities","All GHGs","kg CO2e/2022 USD, purchaser price",0.156,0,0.156,"541700"
541810,"Advertising Agencies","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541820,"Public Relations Agencies","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541830,"Media Buying Agencies","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541840,"Media Representatives","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541850,"Outdoor Advertising","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541860,"Direct Mail Advertising","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541870,"Advertising Material Distribution Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541890,"Other Services Related to Advertising","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0,0.085,"541800"
541910,"Marketing Research and Public Opinion Polling","All GHGs","kg CO2e/2022 USD, purchaser price",0.08,0,0.08,"5419A0"
541921,"Photography Studios, Portrait","All GHGs","kg CO2e/2022 USD, purchaser price",0.125,0,0.125,"541920"
541922,"Commercial Photography","All GHGs","kg CO2e/2022 USD, purchaser price",0.125,0,0.125,"541920"
541930,"Translation and Interpretation Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.08,0,0.08,"5419A0"
541940,"Veterinary Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.127,0,0.127,"541940"
541990,"All Other Professional, Scientific, and Technical Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.08,0,0.08,"5419A0"
551111,"Offices of Bank Holding Companies","All GHGs","kg CO2e/2022 USD, purchaser price",0.084,0,0.084,"550000"
551112,"Offices of Other Holding Companies","All GHGs","kg CO2e/2022 USD, purchaser price",0.084,0,0.084,"550000"
551114,"Corporate, Subsidiary, and Regional Managing Offices","All GHGs","kg CO2e/2022 USD, purchaser price",0.084,0,0.084,"550000"
561110,"Office Administrative Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.1,0,0.1,"561100"
561210,"Facilities Support Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.199,0,0.199,"561200"
561311,"Employment Placement Agencies","All GHGs","kg CO2e/2022 USD, purchaser price",0.051,0,0.051,"561300"
561312,"Executive Search Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.051,0,0.051,"561300"
561320,"Temporary Help Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.051,0,0.051,"561300"
561330,"Professional Employer Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.051,0,0.051,"561300"
561410,"Document Preparation Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561421,"Telephone Answering Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561422,"Telemarketing Bureaus and Other Contact Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561431,"Private Mail Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561439,"Other Business Service Centers (including Copy Shops)","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561440,"Collection Agencies","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561450,"Credit Bureaus","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561491,"Repossession Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561492,"Court Reporting and Stenotype Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561499,"All Other Business Support Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"561400"
561510,"Travel Agencies","All GHGs","kg CO2e/2022 USD, purchaser price",0.088,0,0.088,"561500"
561520,"Tour Operators","All GHGs","kg CO2e/2022 USD, purchaser price",0.088,0,0.088,"561500"
561591,"Convention and Visitors Bureaus","All GHGs","kg CO2e/2022 USD, purchaser price",0.088,0,0.088,"561500"
561599,"All Other Travel Arrangement and Reservation Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.088,0,0.088,"561500"
561611,"Investigation Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"561600"
561612,"Security Guards and Patrol Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"561600"
561613,"Armored Car Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"561600"
561621,"Security Systems Services (except Locksmiths)","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"561600"
561622,"Locksmiths","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"561600"
561710,"Exterminating and Pest Control Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.214,0,0.214,"561700"
561720,"Janitorial Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.214,0,0.214,"561700"
561730,"Landscaping Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.214,0,0.214,"561700"
561740,"Carpet and Upholstery Cleaning Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.214,0,0.214,"561700"
561790,"Other Services to Buildings and Dwellings","All GHGs","kg CO2e/2022 USD, purchaser price",0.214,0,0.214,"561700"
561910,"Packaging and Labeling Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.127,0,0.127,"561900"
561920,"Convention and Trade Show Organizers","All GHGs","kg CO2e/2022 USD, purchaser price",0.127,0,0.127,"561900"
561990,"All Other Support Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.127,0,0.127,"561900"
562111,"Solid Waste Collection","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562112,"Hazardous Waste Collection","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562119,"Other Waste Collection","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562211,"Hazardous Waste Treatment and Disposal","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562212,"Solid Waste Landfill","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562213,"Solid Waste Combustors and Incinerators","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562219,"Other Nonhazardous Waste Treatment and Disposal","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562910,"Remediation Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562920,"Materials Recovery Facilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562991,"Septic Tank and Related Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
562998,"All Other Miscellaneous Waste Management Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.988,0,0.988,"562000"
611110,"Elementary and Secondary Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"611100"
611210,"Junior Colleges","All GHGs","kg CO2e/2022 USD, purchaser price",0.14,0,0.14,"611A00"
611310,"Colleges, Universities, and Professional Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.14,0,0.14,"611A00"
611410,"Business and Secretarial Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
