household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
elderly_headed_hh,highest_quintile,2006,3.7,5.0,0.6,3.4,1.7
elderly_headed_hh,highest_quintile,2007,4.4,5.8,1.3,3.8,2.5
elderly_headed_hh,highest_quintile,2008,2.8,3.8,0.5,2.1,1.4
elderly_headed_hh,highest_quintile,2009,2.4,3.3,0.5,2.3,1.2
elderly_headed_hh,highest_quintile,2010,2.8,3.8,0.8,3.0,1.4
elderly_headed_hh,highest_quintile,2011,2.2,3.0,0.5,2.3,1.1
elderly_headed_hh,highest_quintile,2012,2.3,2.9,0.4,3.1,1.2
elderly_headed_hh,highest_quintile,2013,2.9,3.9,0.6,2.8,1.4
elderly_headed_hh,highest_quintile,2014,3.2,3.9,1.4,2.7,1.8
elderly_headed_hh,highest_quintile,2015,3.2,4.0,1.1,1.5,1.6
elderly_headed_hh,highest_quintile,2016,3.6,4.5,0.8,2.3,1.8
elderly_headed_hh,highest_quintile,2017,3.1,3.8,0.9,2.4,1.4
elderly_headed_hh,highest_quintile,2018,2.8,3.2,1.5,2.1,1.5
elderly_headed_hh,highest_quintile,2019,3.7,4.2,1.7,5.6,1.6
elderly_headed_hh,highest_quintile,2020,5.3,4.5,1.6,5.7,7.0
elderly_headed_hh,highest_quintile,2021,4.4,4.5,1.5,5.9,5.0
elderly_headed_hh,highest_quintile,2022,3.0,3.6,1.4,3.8,1.8
elderly_headed_hh,percentiles_81_90,1979,0.3,0.7,0.2,0.2,0.0
elderly_headed_hh,percentiles_81_90,1980,0.4,0.6,0.0,0.7,0.0
elderly_headed_hh,percentiles_81_90,1981,0.4,0.7,0.1,0.3,0.3
elderly_headed_hh,percentiles_81_90,1982,0.7,0.9,0.3,1.3,0.2
elderly_headed_hh,percentiles_81_90,1983,0.2,0.3,0.0,0.1,0.2
elderly_headed_hh,percentiles_81_90,1984,0.4,0.4,0.0,0.5,0.3
elderly_headed_hh,percentiles_81_90,1985,0.5,0.5,0.5,0.8,0.1
elderly_headed_hh,percentiles_81_90,1986,0.4,0.4,0.1,1.1,0.0
elderly_headed_hh,percentiles_81_90,1987,0.5,0.6,0.2,0.3,0.5
elderly_headed_hh,percentiles_81_90,1988,0.4,0.4,0.1,0.6,0.3
elderly_headed_hh,percentiles_81_90,1989,0.3,0.3,0.1,0.7,0.1
elderly_headed_hh,percentiles_81_90,1990,0.3,0.3,0.1,0.6,0.2
elderly_headed_hh,percentiles_81_90,1991,0.2,0.2,0.0,0.3,0.1
elderly_headed_hh,percentiles_81_90,1992,0.5,0.6,0.1,0.8,0.1
elderly_headed_hh,percentiles_81_90,1993,0.4,0.4,0.0,0.7,0.1
elderly_headed_hh,percentiles_81_90,1994,0.7,0.9,0.2,0.8,0.2
elderly_headed_hh,percentiles_81_90,1995,0.8,1.1,0.3,0.5,0.4
elderly_headed_hh,percentiles_81_90,1996,1.2,1.8,0.4,0.9,0.2
elderly_headed_hh,percentiles_81_90,1997,0.5,0.8,0.1,0.2,0.1
elderly_headed_hh,percentiles_81_90,1998,1.3,1.7,0.0,1.2,0.2
elderly_headed_hh,percentiles_81_90,1999,1.0,1.2,0.2,1.2,0.1
elderly_headed_hh,percentiles_81_90,2000,1.2,1.6,0.2,1.1,0.2
elderly_headed_hh,percentiles_81_90,2001,0.7,1.0,0.0,0.8,0.0
elderly_headed_hh,percentiles_81_90,2002,0.8,1.1,0.0,0.7,0.1
elderly_headed_hh,percentiles_81_90,2003,0.8,1.0,0.0,0.6,0.0
elderly_headed_hh,percentiles_81_90,2004,1.1,1.3,0.0,1.4,0.2
elderly_headed_hh,percentiles_81_90,2005,1.5,1.9,0.3,1.5,0.2
elderly_headed_hh,percentiles_81_90,2006,1.7,2.3,0.3,1.4,0.9
elderly_headed_hh,percentiles_81_90,2007,2.1,2.8,0.7,1.9,1.2
elderly_headed_hh,percentiles_81_90,2008,1.2,1.5,0.2,1.1,0.6
elderly_headed_hh,percentiles_81_90,2009,1.2,1.6,0.3,1.2,0.5
elderly_headed_hh,percentiles_81_90,2010,1.3,1.7,0.4,1.4,0.7
elderly_headed_hh,percentiles_81_90,2011,1.1,1.5,0.3,1.4,0.6
elderly_headed_hh,percentiles_81_90,2012,1.2,1.5,0.2,1.6,0.5
elderly_headed_hh,percentiles_81_90,2013,1.2,1.7,0.3,1.1,0.6
elderly_headed_hh,percentiles_81_90,2014,1.7,2.0,0.9,1.6,0.9
elderly_headed_hh,percentiles_81_90,2015,1.6,1.9,0.5,0.9,0.8
elderly_headed_hh,percentiles_81_90,2016,2.1,2.5,0.3,1.8,1.0
elderly_headed_hh,percentiles_81_90,2017,1.5,1.8,0.3,1.5,0.7
elderly_headed_hh,percentiles_81_90,2018,1.2,1.4,0.5,0.9,0.8
elderly_headed_hh,percentiles_81_90,2019,1.8,2.1,1.0,2.7,0.8
elderly_headed_hh,percentiles_81_90,2020,2.8,2.3,0.8,3.3,3.8
elderly_headed_hh,percentiles_81_90,2021,2.3,2.2,0.9,2.9,2.7
elderly_headed_hh,percentiles_81_90,2022,1.5,1.8,0.7,2.1,0.7
elderly_headed_hh,percentiles_91_95,1979,0.3,0.5,0.2,0.3,0.0
elderly_headed_hh,percentiles_91_95,1980,0.2,0.2,0.0,0.5,0.1
elderly_headed_hh,percentiles_91_95,1981,0.3,0.4,0.0,0.6,0.0
elderly_headed_hh,percentiles_91_95,1982,0.2,0.3,0.0,0.5,0.0
elderly_headed_hh,percentiles_91_95,1983,0.2,0.3,0.0,0.4,0.0
elderly_headed_hh,percentiles_91_95,1984,0.1,0.1,0.0,0.3,0.0
elderly_headed_hh,percentiles_91_95,1985,0.2,0.2,0.0,0.4,0.1
elderly_headed_hh,percentiles_91_95,1986,0.2,0.2,0.1,0.4,0.2
elderly_headed_hh,percentiles_91_95,1987,0.1,0.1,0.0,0.2,0.0
elderly_headed_hh,percentiles_91_95,1988,0.1,0.0,0.0,0.3,0.1
elderly_headed_hh,percentiles_91_95,1989,0.4,0.2,0.1,0.2,1.0
elderly_headed_hh,percentiles_91_95,1990,0.3,0.4,0.0,0.6,0.0
elderly_headed_hh,percentiles_91_95,1991,0.1,0.1,0.0,0.4,0.0
elderly_headed_hh,percentiles_91_95,1992,0.2,0.3,0.1,0.4,0.0
elderly_headed_hh,percentiles_91_95,1993,0.1,0.1,0.0,0.0,0.2
elderly_headed_hh,percentiles_91_95,1994,0.5,0.8,0.1,0.3,0.0
elderly_headed_hh,percentiles_91_95,1995,0.5,0.9,0.1,0.3,0.0
elderly_headed_hh,percentiles_91_95,1996,0.6,0.9,0.1,0.6,0.1
elderly_headed_hh,percentiles_91_95,1997,0.5,0.8,0.0,0.3,0.1
elderly_headed_hh,percentiles_91_95,1998,1.1,1.4,0.2,1.1,0.2
elderly_headed_hh,percentiles_91_95,1999,0.8,1.1,0.2,0.7,0.4
elderly_headed_hh,percentiles_91_95,2000,0.7,1.0,0.2,0.3,0.2
elderly_headed_hh,percentiles_91_95,2001,0.5,0.7,0.0,0.4,0.1
elderly_headed_hh,percentiles_91_95,2002,0.3,0.5,0.0,0.2,0.0
elderly_headed_hh,percentiles_91_95,2003,0.5,0.7,0.1,0.4,0.0
elderly_headed_hh,percentiles_91_95,2004,0.5,0.7,0.2,0.4,0.1
elderly_headed_hh,percentiles_91_95,2005,0.5,0.6,0.1,0.4,0.1
elderly_headed_hh,percentiles_91_95,2006,0.8,1.2,0.1,0.4,0.3
elderly_headed_hh,percentiles_91_95,2007,0.9,1.3,0.3,0.9,0.5
elderly_headed_hh,percentiles_91_95,2008,0.8,1.0,0.2,0.4,0.4
elderly_headed_hh,percentiles_91_95,2009,0.6,0.8,0.1,0.3,0.3
elderly_headed_hh,percentiles_91_95,2010,0.7,0.9,0.2,0.7,0.3
elderly_headed_hh,percentiles_91_95,2011,0.4,0.6,0.1,0.4,0.2
elderly_headed_hh,percentiles_91_95,2012,0.7,0.9,0.1,1.0,0.3
elderly_headed_hh,percentiles_91_95,2013,0.8,1.2,0.1,0.9,0.4
elderly_headed_hh,percentiles_91_95,2014,0.7,0.9,0.2,0.7,0.4
elderly_headed_hh,percentiles_91_95,2015,0.9,1.1,0.2,0.4,0.4
elderly_headed_hh,percentiles_91_95,2016,0.7,0.8,0.3,0.4,0.4
elderly_headed_hh,percentiles_91_95,2017,0.8,1.0,0.3,0.3,0.3
elderly_headed_hh,percentiles_91_95,2018,0.6,0.7,0.4,0.4,0.4
elderly_headed_hh,percentiles_91_95,2019,1.1,1.2,0.3,1.8,0.5
elderly_headed_hh,percentiles_91_95,2020,1.1,1.0,0.3,0.8,1.5
elderly_headed_hh,percentiles_91_95,2021,1.0,1.1,0.3,1.4,1.1
elderly_headed_hh,percentiles_91_95,2022,0.7,0.9,0.2,0.9,0.3
elderly_headed_hh,percentiles_96_99,1979,0.4,0.8,0.0,0.2,0.2
elderly_headed_hh,percentiles_96_99,1980,0.2,0.3,0.0,0.3,0.0
elderly_headed_hh,percentiles_96_99,1981,0.4,0.6,0.0,0.7,0.1
elderly_headed_hh,percentiles_96_99,1982,0.1,0.2,0.0,0.0,0.0
elderly_headed_hh,percentiles_96_99,1983,0.3,0.1,0.1,1.3,0.1
elderly_headed_hh,percentiles_96_99,1984,0.2,0.2,0.3,0.1,0.1
elderly_headed_hh,percentiles_96_99,1985,0.3,0.3,0.1,0.3,0.3
elderly_headed_hh,percentiles_96_99,1986,0.2,0.3,0.2,0.2,0.1
elderly_headed_hh,percentiles_96_99,1987,0.2,0.2,0.1,0.3,0.1
elderly_headed_hh,percentiles_96_99,1988,0.2,0.2,0.0,0.5,0.1
elderly_headed_hh,percentiles_96_99,1989,0.1,0.1,0.0,0.1,0.1
elderly_headed_hh,percentiles_96_99,1990,0.5,0.2,0.0,0.1,1.4
elderly_headed_hh,percentiles_96_99,1991,0.3,0.2,0.1,0.4,0.3
elderly_headed_hh,percentiles_96_99,1992,0.3,0.4,0.1,0.3,0.1
elderly_headed_hh,percentiles_96_99,1993,0.0,0.1,0.0,0.1,0.0
elderly_headed_hh,percentiles_96_99,1994,0.5,0.9,0.0,0.1,0.0
elderly_headed_hh,percentiles_96_99,1995,0.4,0.5,0.3,0.5,0.0
elderly_headed_hh,percentiles_96_99,1996,0.5,0.7,0.2,0.4,0.2
elderly_headed_hh,percentiles_96_99,1997,0.5,0.7,0.1,0.5,0.1
elderly_headed_hh,percentiles_96_99,1998,0.6,0.8,0.1,0.3,0.3
elderly_headed_hh,percentiles_96_99,1999,0.6,0.7,0.3,0.4,0.3
elderly_headed_hh,percentiles_96_99,2000,0.9,1.2,0.1,0.7,0.2
elderly_headed_hh,percentiles_96_99,2001,0.5,0.7,0.2,0.3,0.1
elderly_headed_hh,percentiles_96_99,2002,0.7,0.8,0.0,0.9,0.2
elderly_headed_hh,percentiles_96_99,2003,0.7,0.9,0.2,0.5,0.0
elderly_headed_hh,percentiles_96_99,2004,0.6,0.7,0.4,0.5,0.1
elderly_headed_hh,percentiles_96_99,2005,0.7,0.9,0.1,0.8,0.1
elderly_headed_hh,percentiles_96_99,2006,0.8,1.1,0.2,1.1,0.3
elderly_headed_hh,percentiles_96_99,2007,1.2,1.6,0.2,0.9,0.7
elderly_headed_hh,percentiles_96_99,2008,0.6,0.9,0.1,0.4,0.3
elderly_headed_hh,percentiles_96_99,2009,0.5,0.7,0.1,0.6,0.3
elderly_headed_hh,percentiles_96_99,2010,0.6,0.8,0.1,0.5,0.2
elderly_headed_hh,percentiles_96_99,2011,0.4,0.6,0.1,0.2,0.3
elderly_headed_hh,percentiles_96_99,2012,0.3,0.3,0.1,0.4,0.3
elderly_headed_hh,percentiles_96_99,2013,0.6,0.8,0.1,0.7,0.3
elderly_headed_hh,percentiles_96_99,2014,0.5,0.7,0.2,0.2,0.4
elderly_headed_hh,percentiles_96_99,2015,0.5,0.6,0.4,0.1,0.3
elderly_headed_hh,percentiles_96_99,2016,0.6,0.7,0.1,0.2,0.2
elderly_headed_hh,percentiles_96_99,2017,0.5,0.6,0.2,0.5,0.3
elderly_headed_hh,percentiles_96_99,2018,0.7,0.8,0.5,0.5,0.3
elderly_headed_hh,percentiles_96_99,2019,0.6,0.7,0.2,0.9,0.2
elderly_headed_hh,percentiles_96_99,2020,1.0,0.9,0.4,0.9,1.2
elderly_headed_hh,percentiles_96_99,2021,1.0,1.0,0.2,1.5,1.0
elderly_headed_hh,percentiles_96_99,2022,0.6,0.7,0.3,0.5,0.4
elderly_headed_hh,top_1_percent,1979,0.2,0.2,0.1,0.2,0.0
elderly_headed_hh,top_1_percent,1980,0.0,0.0,0.0,0.1,0.0
elderly_headed_hh,top_1_percent,1981,0.1,0.1,0.0,0.1,0.1
elderly_headed_hh,top_1_percent,1982,0.1,0.2,0.0,0.2,0.0
elderly_headed_hh,top_1_percent,1983,0.0,0.0,0.1,0.0,0.0
elderly_headed_hh,top_1_percent,1984,0.1,0.1,0.0,0.1,0.1
elderly_headed_hh,top_1_percent,1985,0.0,0.0,0.0,0.1,0.1
elderly_headed_hh,top_1_percent,1986,0.1,0.1,0.0,0.1,0.0
elderly_headed_hh,top_1_percent,1987,0.0,0.0,0.0,0.1,0.1
elderly_headed_hh,top_1_percent,1988,0.1,0.0,0.0,0.1,0.3
elderly_headed_hh,top_1_percent,1989,0.1,0.1,0.0,0.2,0.0
elderly_headed_hh,top_1_percent,1990,0.1,0.0,0.0,0.1,0.2
elderly_headed_hh,top_1_percent,1991,0.1,0.1,0.0,0.1,0.0
elderly_headed_hh,top_1_percent,1992,0.2,0.2,0.0,0.4,0.0
elderly_headed_hh,top_1_percent,1993,0.0,0.0,0.0,0.0,0.0
elderly_headed_hh,top_1_percent,1994,0.1,0.2,0.0,0.1,0.0
elderly_headed_hh,top_1_percent,1995,0.1,0.1,0.1,0.4,0.0
elderly_headed_hh,top_1_percent,1996,0.3,0.5,0.0,0.1,0.0
elderly_headed_hh,top_1_percent,1997,0.1,0.2,0.0,0.0,0.0
elderly_headed_hh,top_1_percent,1998,0.3,0.3,0.1,0.2,0.6
elderly_headed_hh,top_1_percent,1999,0.1,0.1,0.0,0.1,0.0
elderly_headed_hh,top_1_percent,2000,0.3,0.4,0.0,0.3,0.0
elderly_headed_hh,top_1_percent,2001,0.1,0.2,0.0,0.3,0.0
elderly_headed_hh,top_1_percent,2002,0.1,0.2,0.1,0.1,0.0
elderly_headed_hh,top_1_percent,2003,0.1,0.1,0.0,0.0,0.0
elderly_headed_hh,top_1_percent,2004,0.2,0.3,0.1,0.2,0.1
elderly_headed_hh,top_1_percent,2005,0.2,0.3,0.0,0.3,0.0
elderly_headed_hh,top_1_percent,2006,0.4,0.4,0.0,0.5,0.2
elderly_headed_hh,top_1_percent,2007,0.2,0.2,0.0,0.1,0.1
elderly_headed_hh,top_1_percent,2008,0.3,0.4,0.0,0.2,0.1
elderly_headed_hh,top_1_percent,2009,0.2,0.2,0.0,0.2,0.1
elderly_headed_hh,top_1_percent,2010,0.3,0.4,0.0,0.4,0.2
elderly_headed_hh,top_1_percent,2011,0.2,0.3,0.1,0.3,0.1
elderly_headed_hh,top_1_percent,2012,0.2,0.2,0.0,0.2,0.1
elderly_headed_hh,top_1_percent,2013,0.2,0.2,0.1,0.1,0.2
elderly_headed_hh,top_1_percent,2014,0.3,0.4,0.1,0.1,0.1
elderly_headed_hh,top_1_percent,2015,0.2,0.3,0.1,0.0,0.1
elderly_headed_hh,top_1_percent,2016,0.3,0.4,0.1,0.0,0.2
elderly_headed_hh,top_1_percent,2017,0.3,0.4,0.1,0.0,0.2
elderly_headed_hh,top_1_percent,2018,0.3,0.4,0.0,0.3,0.1
elderly_headed_hh,top_1_percent,2019,0.2,0.2,0.1,0.1,0.1
elderly_headed_hh,top_1_percent,2020,0.4,0.3,0.1,0.7,0.5
elderly_headed_hh,top_1_percent,2021,0.2,0.2,0.1,0.1,0.2
elderly_headed_hh,top_1_percent,2022,0.3,0.3,0.2,0.2,0.4
nonelderly_childless_hh,all_quintiles,1979,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1980,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1981,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1982,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1983,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1984,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1985,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1986,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1987,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1988,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1989,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1990,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1991,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1992,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1993,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1994,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1995,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1996,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1997,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1998,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,1999,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2000,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2001,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2002,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2003,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2004,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2005,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2006,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2007,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2008,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2009,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2010,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2011,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2012,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2013,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2014,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2015,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2016,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2017,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2018,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2019,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2020,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2021,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,all_quintiles,2022,100.0,100.0,100.0,100.0,100.0
nonelderly_childless_hh,lowest_quintile,1979,70.6,67.6,69.0,72.6,72.6
nonelderly_childless_hh,lowest_quintile,1980,72.0,70.2,70.9,73.0,73.6
nonelderly_childless_hh,lowest_quintile,1981,71.0,68.3,69.8,72.6,73.6
nonelderly_childless_hh,lowest_quintile,1982,73.0,68.7,78.0,71.8,78.6
nonelderly_childless_hh,lowest_quintile,1983,73.6,71.2,76.9,71.1,79.0
nonelderly_childless_hh,lowest_quintile,1984,72.8,72.4,75.5,68.9,78.0
nonelderly_childless_hh,lowest_quintile,1985,74.2,71.2,79.7,70.6,81.6
nonelderly_childless_hh,lowest_quintile,1986,72.8,69.9,80.9,70.2,79.0
nonelderly_childless_hh,lowest_quintile,1987,66.2,64.7,75.4,64.2,68.7
nonelderly_childless_hh,lowest_quintile,1988,71.3,67.5,78.3,70.2,77.2
nonelderly_childless_hh,lowest_quintile,1989,65.9,63.7,73.9,63.5,71.5
nonelderly_childless_hh,lowest_quintile,1990,62.8,59.2,70.6,60.3,70.7
nonelderly_childless_hh,lowest_quintile,1991,65.0,62.4,66.7,64.4,72.1
nonelderly_childless_hh,lowest_quintile,1992,63.3,60.1,63.8,63.4,71.5
nonelderly_childless_hh,lowest_quintile,1993,62.7,59.8,65.1,63.2,68.2
nonelderly_childless_hh,lowest_quintile,1994,62.5,59.3,64.1,65.8,66.7
nonelderly_childless_hh,lowest_quintile,1995,66.5,63.4,69.7,67.1,73.6
nonelderly_childless_hh,lowest_quintile,1996,68.7,65.1,74.3,69.2,77.5
nonelderly_childless_hh,lowest_quintile,1997,69.4,63.8,75.8,72.7,82.7
nonelderly_childless_hh,lowest_quintile,1998,67.6,62.6,79.6,70.0,81.5
nonelderly_childless_hh,lowest_quintile,1999,64.7,60.8,73.6,66.3,80.0
nonelderly_childless_hh,lowest_quintile,2000,68.2,63.9,81.1,71.4,81.3
nonelderly_childless_hh,lowest_quintile,2001,66.7,63.5,77.5,68.4,78.3
nonelderly_childless_hh,lowest_quintile,2002,65.9,62.1,74.1,68.5,80.8
nonelderly_childless_hh,lowest_quintile,2003,64.7,61.2,72.9,67.9,78.1
nonelderly_childless_hh,lowest_quintile,2004,64.6,61.6,72.7,65.2,80.0
nonelderly_childless_hh,lowest_quintile,2005,63.2,59.5,73.9,65.1,79.3
nonelderly_childless_hh,lowest_quintile,2006,63.2,59.2,72.5,64.6,77.4
nonelderly_childless_hh,lowest_quintile,2007,63.6,59.9,74.2,64.5,77.4
nonelderly_childless_hh,lowest_quintile,2008,63.0,59.6,70.2,64.8,75.7
nonelderly_childless_hh,lowest_quintile,2009,61.4,57.3,64.5,65.0,75.4
nonelderly_childless_hh,lowest_quintile,2010,63.6,60.6,62.6,67.4,74.7
nonelderly_childless_hh,lowest_quintile,2011,61.3,58.0,63.7,64.7,73.5
nonelderly_childless_hh,lowest_quintile,2012,60.2,56.4,64.1,65.3,72.7
nonelderly_childless_hh,lowest_quintile,2013,62.7,59.8,65.4,67.1,72.9
nonelderly_childless_hh,lowest_quintile,2014,57.5,53.7,62.1,65.5,69.5
nonelderly_childless_hh,lowest_quintile,2015,55.5,51.8,62.6,64.0,66.5
nonelderly_childless_hh,lowest_quintile,2016,56.2,52.3,63.2,65.6,68.7
nonelderly_childless_hh,lowest_quintile,2017,54.3,50.2,63.8,63.1,68.8
nonelderly_childless_hh,lowest_quintile,2018,54.6,50.5,60.6,64.1,73.1
nonelderly_childless_hh,lowest_quintile,2019,53.4,49.5,59.5,62.5,70.9
nonelderly_childless_hh,lowest_quintile,2020,44.9,53.1,58.5,67.0,31.4
nonelderly_childless_hh,lowest_quintile,2021,47.0,48.5,56.4,66.9,36.9
nonelderly_childless_hh,lowest_quintile,2022,50.5,46.9,53.4,66.3,65.8
nonelderly_childless_hh,second_quintile,1979,14.3,14.1,19.0,12.1,16.1
nonelderly_childless_hh,second_quintile,1980,14.2,14.6,18.4,11.6,15.7
nonelderly_childless_hh,second_quintile,1981,14.3,14.7,18.6,10.7,17.5
nonelderly_childless_hh,second_quintile,1982,13.5,14.4,15.1,11.8,13.8
nonelderly_childless_hh,second_quintile,1983,12.6,14.0,14.3,11.3,11.5
nonelderly_childless_hh,second_quintile,1984,11.8,12.6,13.0,10.8,11.7
nonelderly_childless_hh,second_quintile,1985,11.6,13.8,11.4,9.9,11.0
nonelderly_childless_hh,second_quintile,1986,12.5,13.7,12.0,11.9,11.8
nonelderly_childless_hh,second_quintile,1987,15.2,16.1,13.7,13.5,17.6
nonelderly_childless_hh,second_quintile,1988,13.2,14.6,12.2,12.7,12.1
nonelderly_childless_hh,second_quintile,1989,15.2,15.9,14.4,16.0,12.7
nonelderly_childless_hh,second_quintile,1990,14.9,16.4,14.8,14.6,12.3
nonelderly_childless_hh,second_quintile,1991,15.1,15.1,19.4,14.1,14.8
nonelderly_childless_hh,second_quintile,1992,17.0,18.0,20.9,15.5,14.7
nonelderly_childless_hh,second_quintile,1993,17.6,19.0,20.2,15.9,15.5
nonelderly_childless_hh,second_quintile,1994,16.2,16.6,21.0,14.3,15.7
nonelderly_childless_hh,second_quintile,1995,15.7,16.4,18.5,15.4,12.9
nonelderly_childless_hh,second_quintile,1996,14.0,14.7,15.7,13.0,12.7
nonelderly_childless_hh,second_quintile,1997,12.6,14.1,14.2,10.9,9.2
nonelderly_childless_hh,second_quintile,1998,15.1,17.0,12.9,13.4,10.7
nonelderly_childless_hh,second_quintile,1999,17.3,19.1,17.1,15.4,11.4
nonelderly_childless_hh,second_quintile,2000,15.6,17.2,12.7,13.4,11.6
nonelderly_childless_hh,second_quintile,2001,15.6,17.1,13.8,13.6,11.4
nonelderly_childless_hh,second_quintile,2002,15.6,17.0,15.8,13.3,10.8
nonelderly_childless_hh,second_quintile,2003,16.2,17.7,16.8,12.2,12.5
nonelderly_childless_hh,second_quintile,2004,17.4,18.6,18.2,15.6,12.0
nonelderly_childless_hh,second_quintile,2005,17.4,18.7,17.0,15.4,11.3
nonelderly_childless_hh,second_quintile,2006,16.9,18.6,16.1,14.4,11.9
nonelderly_childless_hh,second_quintile,2007,16.7,18.0,15.3,15.8,11.7
nonelderly_childless_hh,second_quintile,2008,17.2,18.3,18.6,14.9,13.6
nonelderly_childless_hh,second_quintile,2009,18.5,19.6,21.3,16.0,14.2
nonelderly_childless_hh,second_quintile,2010,19.1,19.3,22.9,17.6,16.4
nonelderly_childless_hh,second_quintile,2011,19.6,20.5,24.1,16.2,15.1
nonelderly_childless_hh,second_quintile,2012,20.1,21.5,23.4,15.0,15.4
nonelderly_childless_hh,second_quintile,2013,19.4,20.4,21.7,16.2,15.4
nonelderly_childless_hh,second_quintile,2014,21.0,21.9,23.4,17.3,17.7
nonelderly_childless_hh,second_quintile,2015,21.1,22.4,22.3,15.6,17.8
nonelderly_childless_hh,second_quintile,2016,20.0,21.0,20.2,16.2,17.7
nonelderly_childless_hh,second_quintile,2017,20.9,22.0,20.5,16.2,17.9
nonelderly_childless_hh,second_quintile,2018,21.2,22.5,21.9,16.7,15.3
nonelderly_childless_hh,second_quintile,2019,21.1,22.7,20.0,16.4,14.2
nonelderly_childless_hh,second_quintile,2020,22.1,20.6,21.5,13.5,24.9
nonelderly_childless_hh,second_quintile,2021,23.4,23.2,23.3,15.3,25.7
nonelderly_childless_hh,second_quintile,2022,21.8,22.8,24.8,15.0,16.0
nonelderly_childless_hh,middle_quintile,1979,7.2,8.5,5.8,7.4,5.3
nonelderly_childless_hh,middle_quintile,1980,6.0,6.9,6.2,4.9,6.3
nonelderly_childless_hh,middle_quintile,1981,5.3,6.7,5.4,4.4,4.7
nonelderly_childless_hh,middle_quintile,1982,6.1,6.9,3.5,7.4,4.3
nonelderly_childless_hh,middle_quintile,1983,5.8,5.8,3.6,6.8,5.4
nonelderly_childless_hh,middle_quintile,1984,6.1,6.5,4.5,7.9,3.9
nonelderly_childless_hh,middle_quintile,1985,5.5,5.7,3.8,7.2,3.6
nonelderly_childless_hh,middle_quintile,1986,6.8,7.7,3.8,7.8,4.9
nonelderly_childless_hh,middle_quintile,1987,7.8,8.4,3.9,8.8,6.7
nonelderly_childless_hh,middle_quintile,1988,6.9,7.7,3.3,8.4,4.1
